,NACL60-1,NACL60-2,NACL60-3,NACL20-1,NACL20-2,NACL20-3,NACL100-1,NACL100-2,NACL100-3,HN-1,HN-2,HN-3,Fermentation_L9h,Fermentation_L19h,Fermentation_L30h,Fermentation_R9h,Fermentation_R19h,Fermentation_R30h,MU
TD01GL001126,1.2067768560260888e-06,1.4067471302160403e-06,1.564041927567347e-06,2.7847168480160456e-07,3.461584171081615e-07,4.2258741035767814e-07,2.6486815345335685e-07,4.086996876572292e-07,3.461645557269436e-07,1.0056778999771213e-06,1.2988289564758338e-06,1.4311124488097313e-06,9.175084130376178e-07,4.974100131827865e-07,4.418954512092389e-07,5.585086071207673e-07,5.666501657365495e-07,4.1685797076078973e-07,1.0099999999999999e-07
TD01GL001127,6.016867172434122e-07,4.645114392812562e-07,6.575931191379466e-07,2.9774882130904075e-07,1.4852163913509254e-07,3.2776390485377426e-07,1.1532756617713146e-07,1.4010491753814617e-07,1.4025017482422523e-07,4.4760698028590874e-07,6.872501503316811e-07,7.166015703394088e-07,7.370270358226324e-07,3.2152763875962545e-07,4.2600587760198977e-07,4.748162870836269e-07,3.818025779366347e-07,2.3777016121787288e-07,6.82e-08
TD01GL001128,1.3949590129944706e-07,2.345379284309528e-07,2.854092398237482e-07,6.570030236390048e-08,9.676069251607642e-08,1.6066347162037842e-07,,,,,,,3.521835340790676e-07,2.368913655112307e-07,1.0036329992488295e-07,2.463753250769334e-07,2.482888960218104e-07,1.84103700784447e-07,
TD01GL001130,2.151190871692663e-07,1.9870391956222053e-07,3.0458636062806337e-07,,,,2.1997600780704006e-07,3.532716138110712e-07,2.837516615423431e-07,1.7530874074419829e-07,2.863116862354098e-07,2.302223101482671e-07,3.275687074047138e-07,1.6268776154009763e-07,3.5570048297466693e-07,1.9662672829704175e-07,3.5189495315564615e-07,2.902848244493796e-07,
TD01GL001131,1.9269816341198283e-07,1.5538359663370278e-07,2.500301483589118e-07,,,,2.531877522289546e-09,9.239803338110527e-09,2.2210960327499826e-08,1.5023166421648269e-07,2.2092111800191175e-07,2.1615139478701244e-07,5.403681192652109e-07,1.952821769967004e-06,2.6880807481273114e-06,3.0430113282079067e-07,1.8883910520142057e-06,2.1775409282373295e-06,
TD01GL001134,4.840035397636014e-07,3.3040785108107094e-07,6.079356951330807e-07,2.502658669298498e-07,2.613493303888231e-07,2.3656867249711202e-07,9.459031770363498e-08,2.085760044170207e-07,1.919685354752743e-07,2.7879696053897063e-07,5.952330396036606e-07,7.110894499510472e-07,5.580607813366877e-07,3.0280405541943375e-07,2.1970558125496717e-07,1.8699016543818573e-07,2.1917185845427707e-07,1.0872158478903945e-07,
TD01GL001135,1.5414418103303715e-06,1.5176263217624135e-06,2.098292473477364e-06,2.6443863540599494e-07,2.7261538236097806e-07,2.085976370333562e-07,5.817674421614651e-07,6.928269231097134e-07,6.120965064367801e-07,1.69209704062071e-06,2.1923025322933763e-06,2.4079691799005288e-06,1.6221029625276855e-06,1.1648396731428418e-06,1.4032420193861964e-06,1.023660375425389e-06,1.4452710865605026e-06,1.0856190206385343e-06,1.53e-07
TD01GL001136,1.0571229217600042e-07,1.2229617787836748e-07,1.6417120373789684e-07,3.9877803371120056e-08,4.620064901418471e-08,2.928904463973693e-08,2.7186872687621174e-08,4.67153361789778e-08,6.518729801537583e-08,1.360366637585624e-07,2.6053202555564647e-07,2.5630774131635787e-07,,,,,,,
TD01GL001138,6.515625520129794e-08,1.5979823967468676e-08,1.1813800168764273e-07,6.520063035432011e-08,8.46383453492603e-08,4.75394182238087e-08,1.8599494232768087e-08,9.334805897647803e-09,2.6812487160276817e-08,4.248702717745671e-08,1.3571095530020201e-07,8.750914216326512e-08,,,,5.755823999904066e-08,6.844649979418483e-08,3.976483478055084e-08,
TD01GL001149,,,,,,,1.2294143179971272e-08,2.2712401156809367e-08,3.1486159139028384e-08,,,,,,,,,,
TD01GL001153,3.532027924788228e-07,2.440090917062718e-07,4.115518764739856e-07,,,,1.9397733723652405e-08,4.829529403715111e-08,4.769444585763816e-08,3.055028467471251e-07,3.2366272070752185e-07,4.0376139282133273e-07,1.0105124015277105e-07,6.788934885879574e-07,5.053018117692314e-07,2.313966180313888e-08,4.794931910997346e-07,3.3542191709354874e-07,
TD01GL001154,1.56796137019744e-06,1.918654776532353e-06,1.6121351148835073e-06,,,,6.891258862648835e-07,8.587899968733969e-07,9.099731844809006e-07,2.316737463366072e-06,1.921161853983991e-06,2.9510119162061744e-06,1.3332575408738186e-06,7.766656106825378e-07,2.7058627602078503e-06,6.180624731276804e-07,1.6305783359762207e-06,2.5167267069439078e-06,
TD01GL001156,,,,6.756109597380771e-08,6.612692162026024e-08,3.7630881484794364e-08,5.1690304397251874e-08,9.240702000282559e-08,1.122550274820047e-07,6.460044380143755e-08,2.903471030656019e-08,7.934334947936221e-08,3.291477621792287e-07,1.5873916471970538e-07,1.804122639915282e-07,2.2626634920390438e-07,1.1482404824793074e-07,1.5543501289424122e-07,
TD01GL001158,6.749480343110263e-07,4.941868551206053e-07,7.566747969230509e-07,1.5442952634936328e-07,1.4355958617989236e-07,1.8954527919566413e-07,1.3552572999059591e-07,2.8320893451248734e-07,2.872890204217829e-07,4.859929053647599e-07,1.0236587816952693e-06,6.905804037916183e-07,8.047308662680363e-07,5.971421548880346e-07,3.5379492008946235e-07,4.057362318024199e-07,3.939294140211273e-07,5.848006425982704e-07,1.71e-07
TD01GL001163,7.804297363218409e-08,2.5233258542481898e-08,6.87959085264964e-08,,,,6.183024302966177e-09,1.5442635346622704e-08,1.55522245667427e-08,3.55451098463293e-08,5.397537241383454e-08,4.0486292308610925e-08,4.187025292655333e-08,6.250358350685845e-08,5.597420234711877e-08,1.4339372678487394e-07,5.167430600253678e-08,4.8050133436119e-08,
TD01GL001164,1.3610085080676372e-07,8.542125576745963e-08,2.0291994393621588e-07,6.497724733080628e-09,1.462637215931097e-08,1.0205742457596726e-08,7.608604583896747e-09,1.626928949039761e-08,3.778643593091338e-08,1.5442446276090832e-07,2.2256200675741644e-07,2.631669458889856e-07,1.3330721389166602e-07,1.472851885973826e-07,1.412256179139106e-07,8.115994168796365e-08,1.563814461780686e-07,1.517712444329244e-07,
TD01GL001165,7.128568402079156e-08,4.846132447244429e-08,6.921532437341094e-08,,,,1.1321485289524307e-08,4.727708630895211e-09,2.0962941845865337e-08,1.0345158254501333e-08,7.924150755176126e-08,8.62747677527465e-08,,,,,,,
TD01GL001166,1.947396492650728e-07,1.3857786438371203e-07,4.8231225897803215e-08,,,,5.412304350983177e-08,4.7815718752354786e-08,7.124579263743863e-08,1.4655332111886999e-07,1.581835273221588e-07,7.935668095289854e-08,2.1524294944389526e-07,1.1717856331169078e-07,5.196794745482983e-08,1.4178355482094517e-07,1.6365901327462512e-07,2.2533185878813792e-08,
TD01GL001167,4.408450173267564e-07,2.906637645759671e-07,5.872995525887773e-07,2.4029893676357665e-07,2.6527075800635787e-07,2.7717204374759344e-07,5.691098771757052e-08,1.0668385021669749e-07,1.0555130356197681e-07,3.971605292179859e-07,4.578333025424953e-07,4.0289901821893967e-07,4.835759883343612e-07,4.99773703601654e-07,4.532686814570221e-07,3.1782691938512775e-07,4.298751868893014e-07,3.9977311812771745e-07,1.41e-07
TD01GL001168,4.380820428003203e-06,2.4686193837300404e-06,4.276185403727273e-06,9.924930549734446e-08,9.31995920167611e-08,1.6439916901778475e-07,3.0078159800956025e-07,2.947930802595721e-07,3.9892030538951453e-07,4.049417244592621e-06,3.368587478991674e-06,3.589663241228345e-06,2.6143491916903585e-06,1.8379460222041454e-06,4.5785966938261666e-06,1.3574686154204346e-06,2.9262313405067262e-06,2.6236121939275327e-06,2.81e-07
TD01GL001169,7.8519159221037e-05,7.395650688069183e-05,5.043862771074498e-05,1.8582487098091126e-06,1.7303533800324088e-06,1.821590950288806e-06,5.037689750640971e-06,4.443046890096194e-06,3.5199493560339036e-06,6.406911729198106e-05,4.999212407574969e-05,5.966424872366517e-05,1.8646517041223798e-05,3.326881338128987e-05,6.441585779805981e-05,6.190154664662474e-06,3.762696363730348e-05,6.291731152561804e-05,4.62e-06
TD01GL001170,2.550771851490188e-06,1.8551314241547085e-06,2.590231381467265e-06,1.0880527664388489e-07,7.339621725696757e-08,4.4667434180015444e-08,2.3286848828394227e-07,2.4034692619937575e-07,2.2422450044240681e-07,3.331523025595284e-06,3.3828298357238692e-06,4.4068508178170445e-06,1.6228956205329524e-06,1.021691068302454e-06,5.019879238534498e-07,8.333209229780997e-07,1.0697058253332115e-06,1.0635804528803583e-06,2.2699999999999998e-07
TD01GL001171,1.0569605139386256e-06,1.068003735097597e-06,1.4317371245393323e-06,,,,7.58496954393436e-09,4.406057313945978e-08,3.9063094677889534e-08,5.018314069026765e-07,1.1047360238874628e-06,1.4731594547261065e-06,8.7268190317119e-08,3.326320767339661e-07,5.276111589085276e-07,8.0749458579514e-08,4.896819362713946e-07,7.381671222789356e-07,1.8399999999999998e-07
TD01GL001172,2.03641719375486e-07,1.5368912461269627e-07,2.443678119351911e-07,1.4025316750144676e-07,1.0625542192012582e-07,1.1522621407939232e-07,3.920312425367619e-08,6.820400186129526e-08,8.00856873086686e-08,1.3980278885467482e-07,2.2128372022835638e-07,2.4719951182846214e-07,2.0687868411458916e-07,1.1759057352954227e-07,1.036107413197434e-07,1.4399054115690794e-07,2.143987865751703e-07,1.393771708563791e-07,
TD01GL001173,,,,,,,,,,,,,,,,,,,1.57e-07
TD01GL001174,1.3852290663338152e-07,8.069731401714058e-08,1.4066030570931893e-07,5.889105509918605e-08,4.342907736863749e-08,9.677486106888816e-08,4.753555911860897e-08,4.758112797543047e-08,4.223699773241799e-08,7.602329571411929e-08,1.4522389359963602e-07,1.643419827834218e-07,,,,,,,
TD01GL001175,6.923159705597436e-07,5.71234763126791e-07,7.186399128957396e-07,2.9769354976731447e-07,3.2118682125617616e-07,2.689256807124716e-07,2.5770087615697716e-07,3.585056789866881e-07,3.6233940750332346e-07,5.935580638593018e-07,9.424093345630682e-07,7.450165676151879e-07,7.440058398482869e-07,3.6599068358054114e-07,5.373829632632817e-07,4.627441831104513e-07,6.141679073705236e-07,5.118738091697535e-07,9.75e-08
TD01GL001176,6.030331688335471e-07,4.646130963989804e-07,6.877731790892054e-07,2.2650100895904713e-07,2.873656348277195e-07,1.2377442021454299e-07,1.3645717902914138e-07,2.571734068738654e-07,2.5607057283968536e-07,5.32873661617459e-07,6.462910506015157e-07,8.591691573650099e-07,5.370215767008365e-07,1.7939682354141371e-07,3.142711029622875e-07,3.6771956400217277e-07,4.672610784625833e-07,2.35836962682531e-07,2.16e-07
TD01GL001177,9.100931734202162e-08,7.952889109170524e-08,8.179561139546611e-08,,,,3.3036977375061506e-08,1.554470444119661e-08,1.7148352923336073e-08,4.193383546580676e-08,7.268484962333819e-08,2.8842552106962747e-08,7.083779693314867e-08,7.000263408305749e-08,7.085667818817358e-08,7.669756325552458e-08,7.219747015025006e-08,5.590022324334622e-08,
TD01GL001178,1.8599618264984905e-06,1.6751021469664e-06,1.7976558646796306e-06,3.0564866470414263e-07,2.8328374012057614e-07,3.134542281532025e-07,1.8954560782008647e-07,3.0409551742386844e-07,3.0760401821482893e-07,1.532584040091905e-06,1.8867055467312106e-06,1.7770272293287393e-06,9.623284627473878e-07,8.610501422080042e-07,1.0098980659905903e-06,5.202511955466154e-07,7.487466645005322e-07,8.341978237769746e-07,6.67e-08
TD01GL001179,1.504601797489641e-06,1.4128119051914542e-06,1.7071975428532871e-06,2.3712183128283287e-07,2.6248756429701027e-07,3.2688100337546616e-07,5.178097439810224e-07,4.4871881019438626e-07,5.499779908095501e-07,1.4761751561069852e-06,2.0649539083217173e-06,2.190867412296121e-06,1.941731690377297e-06,9.610336695292967e-07,1.0484544585448014e-06,7.208777632775119e-07,9.1262390606766e-07,1.0422294881587223e-06,
TD01GL001180,2.156072519661929e-06,1.8787203552289464e-06,1.5254142797550694e-06,9.140104614622568e-07,9.228505603218779e-07,9.607601130978713e-07,5.096218364755793e-07,6.832359164761754e-07,6.453740864918714e-07,1.277911656886546e-06,2.25288807480732e-06,2.442523009617396e-06,2.129424476544805e-06,1.2246041751833141e-06,1.0367741131494172e-06,1.1389215168269813e-06,1.0901188355072349e-06,1.3080608707700721e-06,2.0199999999999998e-07
TD01GL001181,6.527274149723961e-07,3.026040657408134e-07,5.773163308664912e-07,1.1132354024610332e-07,1.2732275103798938e-07,9.648105200169487e-08,1.5888709537594095e-07,2.317895664897324e-07,1.8636718494797074e-07,4.739852830402075e-07,6.32641160322036e-07,6.414045779928387e-07,6.284908301587317e-07,3.535197187446933e-07,4.902398722746951e-07,4.0738309947410277e-07,5.637920220219758e-07,5.598118973774495e-07,
TD01GL001182,,,,,,,,,,,,,,,,,,,6.4e-08
TD01GL001183,2.732924892744608e-05,2.1589870420531044e-05,2.017142657644731e-05,1.971097151176258e-05,1.6170020693966427e-05,2.146812860171319e-05,1.3882022093190696e-05,9.182059124336111e-06,7.266895283393056e-06,2.370246315299054e-05,2.1212492543723434e-05,2.1664974749548917e-05,2.692132073558318e-05,7.379219023800786e-06,1.4552117852784517e-05,9.584823270797238e-06,1.2525427488891914e-05,8.82909616898953e-06,3.4e-06
TD01GL001184,,,,,,,,,,,,,,,,,,,1.54e-07
TD01GL001185,,,,1.693642874172418e-08,1.8806130370571602e-08,1.130637864815691e-08,,,,1.0549885667507984e-07,1.569397362831087e-07,1.4634083227552454e-07,,,,,,,
TD01GL001186,8.220964438892283e-07,9.42293232779787e-07,5.500322562266233e-07,1.2426810652795648e-07,1.551244570726237e-07,1.5388267937434373e-07,9.800128686860491e-08,1.4759591216414685e-07,1.3349267735306767e-07,8.052933035630781e-07,1.1585605960843986e-06,9.947205527698752e-07,5.453418649240812e-07,5.89100495106696e-07,4.980807379771808e-07,1.7336256121969878e-07,5.013007729179976e-07,4.3542097807437544e-07,1.24e-06
TD01GL001187,7.875534770694408e-08,8.19688790275609e-08,1.6982901921603419e-07,1.534992450890045e-08,5.00060715004115e-08,2.0807832186555856e-08,9.89040944722166e-09,2.8292583004652183e-08,3.054961528455979e-08,9.14823407934478e-08,1.76823816824691e-07,2.0761993812915245e-07,1.2594349611863359e-07,9.59905987638927e-08,7.6245303409947e-08,1.1463097988167005e-07,1.639589225843449e-07,1.253008422559728e-07,
TD01GL001188,6.131371408648585e-08,6.249095617818631e-08,1.6878499373260434e-07,8.366204205292037e-08,1.5988176996831313e-08,1.9539269441057808e-08,3.245806454850464e-08,2.4935324423397603e-08,2.937378443444695e-08,1.110756427410447e-07,1.8688807671543607e-07,1.1173807365379832e-07,9.108635115427731e-08,5.833767351640276e-08,5.557746562032235e-08,7.784012146953751e-08,7.073423470715633e-08,4.0915883348325934e-08,
TD01GL001189,4.0014800408287704e-07,3.7386940612781485e-07,3.6166859991890913e-07,2.41153322745629e-07,1.8993441459150132e-07,1.8837005339347925e-07,1.0849899659008088e-07,1.6614027555721718e-07,1.533688548715775e-07,3.232390081618539e-07,4.548367287500432e-07,6.525538294990426e-07,4.45519500883778e-07,3.2322310893516313e-07,3.381188644412622e-07,2.3590258514551763e-07,4.046521909596584e-07,2.2062023997151494e-07,
TD01GL001190,,,,,,,8.404357291401763e-10,2.2145062404877734e-09,7.239315536755623e-09,,,,,,,,,,
TD01GL001191,2.0589103220880411e-07,1.4004153913590996e-07,3.217049384444541e-07,,,,3.248454394688785e-08,3.715054774444237e-08,6.397711459921658e-08,1.8319564155754693e-07,2.5860924877259785e-07,2.8101606785285025e-07,3.18773046120492e-07,4.790328327183519e-07,1.90747614570819e-07,4.850965488712957e-07,2.550348010814582e-07,2.555593246554714e-07,
TD01GL001192,9.173130410623816e-08,8.723909411939282e-08,1.3042338882710695e-07,,,,2.1383034676596953e-08,3.6672532003799767e-08,6.165896809271531e-08,1.397228357836964e-07,2.2494536641696008e-07,1.9873227828156125e-07,1.0976479780579856e-07,8.031992825473982e-08,6.854177548990641e-08,7.619130931378574e-08,9.185754986786922e-08,9.106829660455802e-08,
TD01GL001193,1.15726002939459e-06,1.0432623456840008e-06,1.1751254637981743e-06,9.067009594993101e-07,1.056600356658996e-06,8.547883734815654e-07,3.5686432777558975e-07,5.079233880873592e-07,4.700817877011889e-07,1.3819436155370633e-06,1.4712511087603642e-06,1.546533512802525e-06,1.6332710716958518e-06,1.4562210499213306e-06,6.727323308467746e-07,1.0323874587246203e-06,9.879411672144912e-07,1.2483539429290444e-06,
TD01GL001194,3.997056648581037e-05,3.491742569435743e-05,2.9731901441052514e-05,2.0837306959531405e-05,1.4731516350906114e-05,1.94298461238871e-05,1.35403619083225e-05,1.1028187952643707e-05,7.866650588609343e-06,4.122145956737984e-05,3.238390382051726e-05,4.019959723063991e-05,2.8741247544341387e-05,1.9344876111537267e-05,2.039048619234796e-05,1.003757658322457e-05,1.768528346421843e-05,1.9886123559239513e-05,1.9e-06
TD01GL001195,1.0761156410727102e-05,6.661408869258939e-06,7.3163889276123245e-06,9.740633115374923e-07,7.676807271787572e-07,9.479179483997294e-07,1.92115792203079e-06,1.854254943944772e-06,1.8646830293477842e-06,5.491261270301426e-06,5.61343271498812e-06,5.721901250019945e-06,5.694095627416214e-06,6.07576557986499e-06,7.726181906570963e-06,2.7081120021074407e-06,4.911564420769858e-06,7.931503020546588e-06,1.8100000000000002e-07
TD01GL001196,6.920548415554442e-08,1.0067577187763729e-07,3.829501210451688e-08,3.59158465901563e-08,3.892361019250644e-08,2.1149936035185755e-08,3.6123744900965935e-08,8.906180108610226e-08,6.526016146084341e-08,2.4639427314443128e-08,5.3202977505452246e-08,6.35895710376341e-08,7.709348359661658e-08,1.1179994735315976e-07,2.2137641118218612e-08,5.381515622273123e-08,5.419704148191681e-08,3.2722522301269953e-08,
TD01GL001197,2.4572701864757292e-08,2.259019500825538e-08,4.313257077256668e-08,,,,,,,,,,,,,1.76822411475795e-08,1.9435452921534415e-08,2.1066271435177135e-08,
TD01GL001200,1.5908624970746112e-05,1.2293347507396074e-05,1.1900587707200866e-05,1.8743973966322513e-06,1.739180437731617e-06,1.9139121375208993e-06,2.010546946768851e-06,2.6842456880712e-06,2.5590412744091957e-06,1.4838817694777492e-05,1.5290767277458665e-05,1.6349390144032507e-05,5.480651265805698e-06,9.519950522831405e-06,8.305684943589945e-06,2.430682311197818e-06,6.6668469328204715e-06,1.0343842087038747e-05,
TD01GL001204,8.598393668460052e-07,6.737644550121432e-07,8.464524320354342e-07,1.2610376595852329e-07,1.1613952210771729e-07,1.0345411454066616e-07,1.5587657700320783e-07,1.7046068809061287e-07,1.6664493990174152e-07,7.252046263447931e-07,8.948841731465334e-07,8.242914559163114e-07,3.634028399340025e-07,4.637931092712981e-07,1.194038222487332e-06,3.0624389766759073e-07,5.464718838355064e-07,6.800980801175595e-07,
TD01GL001205,,,,,,,,,,1.4002634606917098e-07,5.56114526866407e-07,1.3011390248221735e-07,,,,,,,
TD01GL001206,8.756275669506083e-05,8.160733818212567e-05,4.435501382486095e-05,7.68902597304928e-06,6.6193276244847745e-06,8.248264568900524e-06,1.1060965252832759e-05,9.365411888632704e-06,9.300390932784073e-06,6.144893844654912e-05,5.254741267671445e-05,5.724146346011871e-05,1.812259536217945e-05,3.571563632279506e-05,4.886512936129192e-05,8.681057879620544e-06,3.367935005066342e-05,5.76751400386972e-05,1.35e-06
TD01GL001207,,,,8.770555435068149e-08,9.572923389814374e-08,7.250983034159981e-08,5.990533252454961e-09,1.6028623633388586e-08,1.1163932713515744e-08,,,,,,,,,,
TD01GL001208,8.080475844787187e-08,6.290911479287107e-08,1.201881095284989e-07,1.980259955403323e-08,2.044699119497569e-08,2.8293492868006133e-08,9.355944782537344e-09,1.1488028923992394e-08,1.2420444350923631e-08,4.422372272359434e-08,1.0191319673411679e-07,1.2793165985546245e-07,4.666743436914361e-08,4.082774218727875e-08,7.716133433304542e-08,6.580812331208258e-08,9.422331505520754e-08,7.392767740401875e-08,
