,NACL60-1,NACL60-2,NACL60-3,NACL20-1,NACL20-2,NACL20-3,NACL100-1,NACL100-2,NACL100-3,HN-1,HN-2,HN-3,Fermentation_L9h,Fermentation_L19h,Fermentation_L30h,Fermentation_R9h,Fermentation_R19h,Fermentation_R30h,MU
TD01GL002168,1.7147776346078398e-06,1.3584108844794275e-06,2.2993030141273674e-06,,,,1.3066071247312002e-07,1.6132743654612054e-07,1.997215492187853e-07,8.365586803629159e-07,2.0258603111074496e-06,2.1984699002353204e-06,5.11486172207587e-06,4.901193614531903e-06,5.120585625975997e-06,2.2848572945595515e-06,4.388147669797316e-06,4.889067578342028e-06,1.08e-07
TD01GL002169,3.2222139881315474e-06,2.9311792630832526e-06,3.2472509703552173e-06,7.204715195847826e-08,9.472969412065604e-08,6.012878298222732e-08,1.3270990011410183e-07,2.0898003633726817e-07,2.3492220247865512e-07,2.7876369851290607e-06,3.2154960971048907e-06,3.30124912918335e-06,4.367805946162527e-06,3.9293179765643465e-06,4.98694991420866e-06,2.5600211392065e-06,4.663164986534222e-06,4.888396637071024e-06,5.74e-07
TD01GL002175,2.0729527588283028e-07,7.387521401389354e-08,2.1316103705864564e-07,1.659969115046585e-08,1.4127717855243062e-09,1.260784261769968e-08,1.9834929770156107e-09,5.092999350489704e-09,6.517272792615839e-09,7.980392372553019e-08,2.4229612406735115e-07,1.343977247477781e-07,1.0849781566763028e-07,7.578260274729695e-08,6.35746239270961e-08,7.907467743435182e-08,1.0452630900059654e-07,1.578792699189984e-07,
TD01GL002178,4.726943054319948e-09,3.973247296501829e-08,2.623229639738801e-08,,,,1.5277150936629392e-08,3.007531856009288e-08,6.172839780641709e-08,1.7557955431849547e-08,2.7246144494174457e-08,3.30960505642011e-08,,,,7.339722288842629e-08,6.912432492243631e-08,2.1974403997236957e-08,
TD01GL002181,,,,,,,1.9356661848210987e-09,2.3078993372354973e-09,2.9222664105448395e-09,,,,,,,,,,
TD01GL002182,1.3340502868649584e-07,1.5240591231490008e-07,2.433667770882125e-07,,,,5.659429023066962e-09,3.816185167033495e-08,4.719033670374418e-08,1.7752683289833498e-07,2.752190373246463e-07,2.501583562201488e-07,,,,36.0,8.078012512615373e-08,5.708519632781547e-08,
TD01GL002184,,,,,,,2.1870921120376976e-09,1.9114149523165178e-08,2.873197297091429e-08,2.1055596004790802e-08,6.125688901813615e-08,6.753477490941568e-08,,,,,,,
TD01GL002185,,,,,,,2.0765111506687307e-08,1.3294029124260535e-07,4.5141205822887495e-08,,,,,,,,,,
TD01GL002190,2.3700704123266945e-06,1.872790448497433e-06,2.403796632755551e-06,,,,3.394837725256272e-08,1.1052441390682068e-07,1.0604812607454266e-07,1.7742885515931422e-06,2.2075008211911427e-06,1.8419933467802742e-06,7.718260825310479e-07,2.397658178078819e-06,4.83600885077561e-06,4.56250531772952e-07,3.064260425297281e-06,3.795805904414163e-06,1.57e-07
TD01GL002191,2.11273360642453e-07,1.5183815412413476e-07,2.5636051074539037e-07,,,,1.6691466658764668e-08,1.9931329050501174e-08,2.8337974707485897e-08,8.02248609281242e-08,2.677798300819182e-07,2.103520270857575e-07,1.539523411174882e-07,2.012518355713823e-07,2.8592531708427906e-07,1.1075329867987496e-07,1.9996895044700317e-07,1.674618772194355e-07,5.4299999999999997e-08
TD01GL002192,2.3195923225496434e-07,1.0251988553995877e-07,2.699869234863695e-07,1.4864271633137461e-08,1.557416546543072e-08,2.430506258079387e-08,2.424250749450607e-08,6.732392955195152e-08,4.074722588780672e-08,3.472968271758491e-07,3.1763481312739874e-07,4.948983813337747e-07,,,,1.0591404001310607e-07,1.5361662692017296e-07,2.998387155639132e-08,
TD01GL002193,1.3064733263165844e-06,1.1507531096928722e-06,1.6231765682455442e-06,,,,4.0301545315838293e-08,5.264859273119835e-08,7.500763675386972e-08,1.4987532627790338e-06,1.9742903272232563e-06,2.0229833932690716e-06,2.228200716165317e-06,8.258931284136902e-07,1.0184576390839338e-06,1.4730337434574908e-06,1.213205781495486e-06,1.0239315517716665e-06,8.83e-07
TD01GL002194,6.815901370789531e-07,8.681860585885288e-07,6.784948558264883e-07,1.483122632141049e-08,1.4502626417536797e-08,6.686663195545019e-09,5.4911490378483714e-08,8.605520846672035e-08,8.625547712784444e-08,7.739031383747064e-07,1.2331307484231718e-06,1.4498742018881128e-06,9.678986341764162e-07,5.818174195671144e-07,6.036267796416455e-07,8.353232528927467e-07,5.701607992752684e-07,5.559024267168197e-07,2.85e-07
TD01GL002195,1.515421177627804e-06,1.4362375618803926e-06,1.6170111445030106e-06,,,,7.036435953224951e-08,1.1409461983835215e-07,1.3054736006410726e-07,1.851893182685505e-06,2.354755519855671e-06,2.378138689857999e-06,1.9375764997806847e-06,3.622013172038506e-07,6.547231415350576e-07,1.275570181358615e-06,9.92577259084836e-07,6.853761424520977e-07,1.34e-06
TD01GL002196,,,,,,,,,,,,,,,,,,,1.4e-07
TD01GL002198,1.3310281050028151e-06,1.2995636746591076e-06,1.529674067099634e-06,,,,,,,1.0823848242462772e-06,1.6022215494486452e-06,1.6339460884808695e-06,4.395710431621447e-06,1.2825398529202707e-06,1.1518741161523658e-06,2.5077452730070845e-06,1.2615183444424965e-06,1.120138826406606e-06,1.06e-06
TD01GL002199,1.4073238092308227e-08,1.3317442115291754e-08,7.069948171940701e-08,,,,,,,1.316769846145602e-07,4.324843190213467e-08,8.995151876020117e-08,6.702022452574363e-07,9.057295076245961e-08,5.785562668246157e-08,3.5684083442893443e-07,1.4590720788515165e-07,9.434652968304376e-08,6.15e-08
TD01GL002200,5.224188436413015e-08,6.944928105007799e-08,6.728292517511611e-08,,,,,,,5.114228824321106e-08,1.1984204497480932e-07,7.731568909211003e-08,6.566915848851774e-07,3.55599823789438e-07,4.445308466496384e-08,4.4860708124316065e-07,1.6600860639114307e-07,1.0257664928348743e-07,1.1e-07
TD01GL002201,8.414509772792279e-08,8.937839115714527e-08,8.535953404898317e-08,,,,4.0107489893973306e-08,2.477995573539235e-08,5.222617843479656e-08,5.30984154822309e-08,7.312956501154095e-08,2.7249657774602226e-08,,,,,,,3.5899999999999997e-07
TD01GL002202,8.043110581045149e-07,9.268528340165119e-07,1.0857531483793083e-06,2.6284217338641127e-08,2.960849993319936e-08,2.3065424115644126e-08,8.542280457966643e-08,1.564533546521866e-07,1.6997730209916177e-07,1.4788547270989247e-06,1.2858134970918378e-06,1.469850619003685e-06,2.246812117053387e-06,7.746918892512072e-07,9.545939386509757e-07,1.4158541994960793e-06,1.0517723225865068e-06,1.01420984269771e-06,1.08e-06
TD01GL002203,2.802293421469757e-07,1.7409878012435007e-07,2.071147921914733e-07,,,,2.4769972799993833e-08,3.718494030591154e-08,4.541991202186245e-08,2.852034581870922e-07,4.866942875420202e-07,4.207690855328512e-07,7.831191090480591e-07,2.2339489323110193e-07,3.3401012468766734e-07,5.087424324704927e-07,3.45905113954055e-07,2.1231057991508348e-07,9.83e-07
TD01GL002204,5.228023471085469e-07,2.810400306710044e-07,1.1082188417027435e-06,,,,1.576999528791907e-07,1.1057321582055678e-07,1.2484627108671736e-07,9.966322942247396e-07,8.383470954116918e-07,6.89164078348648e-07,1.179279745415273e-06,4.169258137840235e-07,5.147376575665099e-07,7.836226369541602e-07,5.431109571180327e-07,4.021636774092026e-07,9.81e-07
TD01GL002205,3.087973610939563e-07,3.7164206454759646e-07,4.082855289460586e-07,2.9258821036342696e-08,2.126112684279266e-08,2.229791116480296e-08,5.7538907086407806e-08,9.201052195908797e-08,1.078037398342211e-07,4.198921886361825e-07,6.550392274280416e-07,5.372369606528502e-07,8.219771496992388e-07,3.538042868138304e-07,3.2893795676411856e-07,5.596811794450644e-07,3.3574429787427134e-07,3.703253032301714e-07,4.25e-07
TD01GL002206,3.6085906637413436e-07,3.8614606254422323e-07,5.979895226259386e-07,,,,4.0543752513580596e-08,1.0327686442672235e-07,1.0979864504208805e-07,5.228321057929531e-07,8.487479419956591e-07,4.1725218693764705e-07,9.867268980964827e-07,5.00077483613208e-07,6.024396390050585e-07,6.275266726983356e-07,6.54216599278882e-07,3.549236432322694e-07,4.0399999999999996e-07
TD01GL002207,6.277703746486386e-07,5.23567400847775e-07,8.263662852096091e-07,,,,2.8023323369659517e-08,5.313219020970086e-08,6.522737345729808e-08,7.472947241980544e-07,9.432459342691942e-07,8.132689511399039e-07,1.5065246507144945e-06,6.452038718112123e-07,6.884843724343888e-07,8.820331319345163e-07,7.2802938049901e-07,7.051500966207251e-07,2.28e-07
TD01GL002208,,,,,,,,,,,,,,,,,,,3.87e-08
TD01GL002213,8.359989028997443e-07,5.816224164809926e-07,9.823997511197607e-07,,,,2.7222127113042e-07,2.502777477592687e-07,2.8417546325829915e-07,7.56652737374577e-07,1.2193097585936025e-06,1.1802304155415772e-06,4.2650462660285396e-07,3.1152545753428966e-07,3.065615491724326e-07,2.5211655384138006e-07,2.9589447582867056e-07,3.170557186449098e-07,
TD01GL002214,1.360079206046722e-06,1.132444598167552e-06,1.258960916655958e-06,2.07685715648138e-08,5.867210089657951e-08,9.811910687230737e-09,2.3150098166633214e-07,3.0041081786830806e-07,2.619287306492177e-07,9.210069380361142e-07,1.4890299234261296e-06,1.7996728743335558e-06,7.762553586951604e-07,7.235785657971935e-07,5.03195145663986e-07,2.709379697611775e-07,6.547070762453452e-07,4.909646686309653e-07,3.75e-08
TD01GL002215,3.897791778683064e-07,3.851862098326263e-07,7.974235232693203e-07,,,,9.47682587847238e-08,8.88358280771893e-08,1.2192178773313504e-07,3.7268849243093735e-07,6.749966245655443e-07,9.233260341553945e-07,3.669282866398121e-07,3.1708411560331174e-07,2.3554088583943573e-07,2.1725363739133788e-07,2.6080545093943686e-07,3.39422222771109e-07,
TD01GL002216,5.240454458673419e-08,9.383700785140288e-08,1.6680154980765607e-07,,,,3.636177678812826e-08,5.695102576247314e-08,7.483769170236785e-08,1.5601747590670633e-07,1.566771704651856e-07,1.747369343056027e-07,1.4219489950479518e-07,2.924861596692331e-08,1.6226725163586127e-07,1.0352716479107096e-07,2.3880179362796787e-07,1.599629792816604e-07,
TD01GL002217,1.7993758540998823e-06,1.125030852469838e-06,1.006305223204384e-06,,,,5.4235567425423364e-08,1.6654667917626003e-07,1.578969697887319e-07,1.0284890923458973e-06,1.4849412567505397e-06,1.6176429882692896e-06,3.0987818609489776e-07,1.59891376557862e-06,1.2516288595075182e-06,4.473795562741389e-07,1.3842448012414885e-06,1.8645362440193008e-06,
TD01GL002218,2.2371799416840777e-06,2.02946105460602e-06,2.7487882027906583e-06,1.8447362502474668e-07,1.284027337618391e-07,1.2337400424470164e-07,2.923382970551483e-07,3.6954272956236943e-07,3.538033407522993e-07,2.2618735595900933e-06,2.4653264834791957e-06,2.965774380804762e-06,1.5170696736930214e-06,1.8279664580602217e-06,2.0019437675202768e-06,8.331057566151851e-07,2.2086821276997117e-06,1.791197132453669e-06,2.48e-07
TD01GL002219,3.409192613258088e-07,2.0338153318192122e-07,3.989619153023306e-07,4.338274556888813e-08,2.74856192370912e-08,2.1973935898840587e-08,1.9902890133229165e-08,5.6736670475520135e-08,6.263790255775048e-08,2.689664146258024e-07,3.9896764620729185e-07,3.152217256295665e-07,3.448188072043429e-07,3.711340040536606e-07,4.4651936842624825e-07,1.460112219756602e-07,5.350536892969813e-07,3.934712857767775e-07,
TD01GL002220,1.9777827372067972e-07,2.491388362684716e-07,3.32467947259412e-07,5.39523078026264e-08,4.932541962428056e-08,5.670178578431976e-08,4.5342052750403184e-08,9.484907284920256e-08,7.995958418230781e-08,2.3671012331707728e-07,3.8102573188921274e-07,3.699861343267662e-07,2.513172342192094e-07,3.2340339868792876e-07,3.215788922205105e-07,1.6765951028981116e-07,4.0953194225408764e-07,2.915179557318297e-07,1.0099999999999999e-07
TD01GL002221,1.4947353497511765e-07,1.1015418371130523e-07,1.3989975771409517e-07,6.851413914198034e-08,5.372617909213073e-08,2.6240113666215995e-08,2.2652401394403358e-08,4.831599645653485e-08,5.8845268853759455e-08,1.232160516965925e-07,2.370803473966792e-07,2.3652011235580716e-07,1.8497495833505892e-07,3.9920840394311306e-08,1.2981106193601324e-07,1.41157865778799e-07,1.4283956905050646e-07,9.716928961222597e-08,
TD01GL002222,1.6175456172554645e-06,1.6646793477716954e-06,1.6950473127156393e-06,4.4116992549729624e-07,3.837360607214411e-07,4.143844871728805e-07,3.1632198919893234e-07,4.92865285537486e-07,3.788824313183042e-07,1.5287450307891066e-06,1.7597810112560567e-06,1.9765464903415994e-06,1.370734886886132e-06,1.6032146201410215e-06,2.0097016931090954e-06,7.283714552065332e-07,1.556745908188697e-06,2.14031061154211e-06,1.68e-07
TD01GL002223,7.514975046682754e-09,6.62857167938651e-09,2.3904606215761147e-08,,,,,,,1.356111378610754e-08,2.936911057137997e-08,1.5832078565001225e-08,2.3418631783814042e-08,1.2770038763785093e-08,1.863754746402328e-08,1.630804976402077e-08,2.8453930197505563e-08,1.7638923710770326e-08,
TD01GL002224,4.8400355238509344e-08,3.053750655274467e-08,9.069153281935828e-08,,,,8.624055818411856e-09,2.4789537598012325e-08,3.0475961500178625e-08,2.5802259654783783e-08,7.455790528382783e-08,1.0330184948707823e-07,8.6403999385945e-08,36.0,9.964404956806688e-08,4.923474119631632e-08,5.913110641619442e-08,3.482713442741897e-08,
TD01GL002225,7.382207354678724e-07,6.236933419864971e-07,9.272931591645521e-07,2.926253211285942e-07,2.467045922069549e-07,2.9161647219784347e-07,1.5459685448619113e-07,2.0124891232037105e-07,2.3737508840472247e-07,5.382268535291605e-07,6.761701965216398e-07,9.527940320032656e-07,5.905470819723202e-07,4.353916675800075e-07,3.9459141423659005e-07,2.578785567410997e-07,2.767212044290522e-07,3.562761850546431e-07,
TD01GL002226,1.3452568349262428e-06,1.110344179271796e-06,1.0221338429854335e-06,,,,,,,7.250601455514313e-07,1.1424354707056066e-06,1.5287315930907617e-06,,,,,,,
TD01GL002227,5.814879732547547e-07,4.747067973590985e-07,5.284484742618855e-07,2.6714016933381116e-07,3.285176314017121e-07,2.1447719738171756e-07,1.1237677957084562e-07,1.27795172996981e-07,1.5427644270503366e-07,5.238941458951554e-07,7.482730702637355e-07,6.191741682493186e-07,6.712628355729785e-07,4.4024753147038935e-07,4.3012084975901383e-07,4.3263015661950863e-07,5.240580634634662e-07,4.949500798942859e-07,
TD01GL002228,2.2455099563581823e-07,1.0152584614118118e-07,2.8542522706245643e-07,9.903797283966152e-08,1.6642537525446232e-07,1.3200891823446586e-07,3.391060133256571e-08,5.722762794294251e-08,6.227637868556227e-08,2.070628951912024e-07,2.1341059928058007e-07,3.5083555359823676e-07,1.7824910729410566e-07,1.601800031676179e-07,1.9348173024818172e-07,1.1213266302124602e-07,1.9009346340953423e-07,1.1348914934626599e-07,
TD01GL002229,1.7302439883077697e-07,2.764927751945958e-07,2.3709632349124094e-07,1.6490611604862552e-07,1.2932428454099923e-07,1.1344957168368687e-07,4.437792591062281e-08,9.477600862127225e-08,9.567289108306389e-08,1.9389942642397902e-07,2.861807182978029e-07,2.800129680249162e-07,2.3086508342674188e-07,2.464255485374706e-07,1.6929185603761664e-07,1.2740013477498636e-07,2.314618732988587e-07,3.7129809279854555e-08,1.1599999999999999e-07
TD01GL002230,1.1384982810944558e-06,1.3054770378901828e-06,1.5549872547211283e-06,5.87902376576428e-07,5.574788652806988e-07,6.372690414984001e-07,3.1828911640434324e-07,5.465523559016317e-07,5.220975363290348e-07,1.4901801571305676e-06,1.7723091389439831e-06,1.7310049798902293e-06,1.3507318579010515e-06,9.716328319324337e-07,1.392200828373692e-06,9.132040754662226e-07,1.1640957632034382e-06,5.748372323247847e-07,9.84e-08
TD01GL002231,1.4918605502660456e-05,1.2582932156085237e-05,1.226944863122171e-05,2.5768838076565285e-06,2.015418713971246e-06,2.753827134995194e-06,1.5936418085102875e-06,1.73508685281758e-06,1.5480108713677597e-06,1.106472969090225e-05,9.490606909008246e-06,1.1438934685181034e-05,4.894675371232392e-06,4.797975489583691e-06,5.436835901475037e-06,2.1262523258240166e-06,4.742854855156719e-06,5.726615885188467e-06,5.65e-07
TD01GL002232,4.0338629748827074e-07,1.8588531528378296e-07,2.1278651813748566e-07,,,,3.6990002516327617e-09,2.04979687527643e-08,1.2655127269450884e-08,8.792275138243251e-08,2.5044976721794347e-08,1.0206690955307441e-07,,,,3.025755378104818e-08,4.770596655257847e-08,5.2269763672452507e-08,
TD01GL002233,3.2685990973793917e-07,3.864920935435709e-07,5.360435513438771e-07,1.577528850728851e-07,2.0565779074539556e-07,1.3948970425605504e-07,1.5941011415452217e-07,1.8983986648017345e-07,1.37235858681373e-07,6.0176727762554e-07,7.179508882756476e-07,6.15095231732803e-07,5.374249905866347e-07,7.353404276014323e-07,7.863638036766196e-07,3.735956964115665e-07,5.788539270225079e-07,3.994944934469266e-07,3.41e-08
TD01GL002235,1.313950679976227e-07,1.1028806818768106e-07,4.060184404067091e-07,3.556630951608542e-08,3.3094421752903e-08,3.173709093155336e-08,4.6847002769505196e-08,1.0098541669064318e-07,5.4141740640626244e-08,8.167632061098209e-08,4.001347985534314e-07,4.36859920955805e-07,3.9799028009552413e-07,2.074442654703386e-07,3.8325758533574367e-07,2.2733057438942816e-07,3.198472886395144e-07,1.8660088492344116e-07,9.48e-08
TD01GL002236,3.635592667797542e-06,3.440605015715171e-06,3.776576917680661e-06,8.906792705841972e-07,8.583188359706015e-07,7.315437728073997e-07,9.783965813858398e-07,9.900463020933234e-07,9.996633424278532e-07,3.4765481660740905e-06,4.317833813487907e-06,4.690742374784484e-06,3.4605812220821463e-06,1.7570378158317577e-06,2.7560957152591213e-06,1.7877880417877034e-06,2.979611267414913e-06,2.6504851703720144e-06,1.13e-07
TD01GL002237,,,,,,,8.268675488738222e-10,1.105768933416915e-09,1.6921779939699119e-09,,,,,,,,,,
TD01GL002238,1.136458967115713e-06,8.70878880494395e-07,1.1744085901265664e-06,3.1423943294212006e-07,3.00655189929369e-07,3.1634874432340676e-07,2.996179854961186e-07,4.523365881273285e-07,3.6426431654219955e-07,9.018845226266098e-07,1.114313294959875e-06,1.4271269393758908e-06,1.198352002366173e-06,6.991330506125713e-07,6.127589967751172e-07,5.802421540327439e-07,8.599505267872876e-07,7.510391376930152e-07,2.94e-07
TD01GL002240,7.568717086461999e-08,4.9137682986379394e-08,1.431390791267909e-07,1.807368068263837e-08,2.388551845834731e-08,2.623200716105174e-08,3.312550409940524e-08,6.124017639846184e-08,7.813166944576618e-08,7.664736992569268e-08,1.5123201367452453e-07,1.3928987655224573e-07,1.0846633172660464e-07,4.1192602349830956e-08,9.695594341620822e-08,6.0310389379232e-08,9.264221494743353e-08,5.7355490735064096e-08,
TD01GL002241,,,,,,,1.2800566010019051e-09,5.718993790369531e-09,2.454611267394277e-09,,,,,,,,,,
TD01GL002245,,,,1.6074121812595543e-08,1.932346042380099e-08,5.246836791151706e-08,6.984322526087266e-09,1.905854901634835e-08,3.226602429815921e-08,,,,,,,,,,1.06e-07
TD01GL002246,4.7055208984109145e-09,3.5990022010110874e-08,2.3207321251709095e-08,2.9993086718849265e-08,2.863822578853273e-08,6.422255646442373e-08,1.2237266320804568e-08,2.0433102497964887e-08,3.773464580609203e-08,1.8291150100653937e-08,1.3307821595769648e-08,4.3448108659385795e-08,3.0580041191011954e-08,3.012757626645722e-08,9.873177031430223e-09,7.519823790738801e-08,8.689259794583737e-09,1.247587828848099e-08,3.66e-07
TD01GL002248,1.867646218287729e-07,1.9592423991578417e-07,2.867519724881853e-07,4.50905374420922e-08,6.558205086145753e-08,4.969857369501773e-08,4.962960879923953e-08,5.816474003599382e-08,8.000642374600965e-08,3.447603611395326e-07,4.5499923237050534e-07,4.007303656626022e-07,,,,,,,
TD01GL002249,9.94928898416125e-07,1.0065415203337925e-06,1.1996290856569849e-06,1.993804687914969e-06,2.007458551110163e-06,1.75543120642084e-06,1.3245474666571767e-06,1.2653588541926335e-06,1.2411388282328334e-06,1.6209664235939995e-06,1.111531818774488e-06,1.5612339478717654e-06,2.48810477120778e-06,3.574650157498631e-07,3.0139041820911757e-07,1.4118268985908533e-06,8.664916560033674e-07,3.134459588254053e-07,5.870000000000001e-07
TD01GL002250,,,,,,,,,,1.3143938941453737e-06,1.9613817601834164e-06,1.8057215887367822e-06,,,,,,,2.48e-07
TD01GL002252,,,,8.253285296057597e-07,5.920801890575562e-07,8.268512357469014e-07,8.086303011500246e-08,1.792563258361063e-07,1.752368298307458e-07,9.439416304935755e-08,2.1011719925829559e-07,2.897357753276749e-07,,,,,,,
TD01GL002253,1.1383920862216539e-05,1.2837019959152072e-05,9.281040639094694e-06,8.82781060677291e-06,4.939870682418061e-06,7.1465026928168465e-06,1.087239571224455e-05,1.0445045374338514e-05,7.5255772507556405e-06,1.082881299952203e-05,1.1958036274949715e-05,1.3149525844643457e-05,4.172555302378815e-05,9.470367049414469e-06,7.63836876993216e-06,1.1673175812654194e-05,8.65797488410899e-06,1.7808002064336427e-05,4.01e-07
TD01GL002254,6.5977318614460355e-06,5.183345216997417e-06,6.244803089696221e-06,1.0433387346251969e-06,1.0499636767048452e-06,1.217176565907056e-06,1.2657970972681698e-06,1.5204260899627e-06,1.3011052217788158e-06,5.042693121911898e-06,5.278115075662129e-06,5.977677229284405e-06,4.858525974871598e-06,2.8608482207508543e-06,4.36353974893377e-06,3.1272218620726367e-06,2.8805716826305487e-06,3.817425032746994e-06,1.1800000000000001e-07
TD01GL002255,1.5769532263691358e-05,1.0175592260381553e-05,1.0696117729955866e-05,2.515595592710192e-06,2.941962334026448e-06,2.8565992543439665e-06,3.620925620638042e-06,2.949271072050233e-06,2.7633229299912436e-06,1.3277565881261595e-05,1.1448081437430597e-05,1.2117464224028106e-05,9.852276800609585e-06,4.381140627652307e-06,6.151365326777379e-06,4.533509973427596e-06,5.473989843976284e-06,7.026935213000852e-06,5.43e-06
TD01GL002256,2.781964168267224e-06,2.9325777275416258e-06,2.8356722880314004e-06,7.900683352702016e-07,6.586463831269938e-07,6.936733161635333e-07,7.433423322778936e-07,8.244766373925668e-07,7.416041054315014e-07,2.8561741052283176e-06,3.405267694443307e-06,3.596310441320912e-06,3.1922472546927207e-06,2.2037457909503096e-06,2.2635674802448277e-06,1.7044952476237866e-06,2.141018192101977e-06,1.7396983242050073e-06,2.55e-07
TD01GL002257,,,,,,,1.9138943251982884e-10,6.7403650862753656e-09,1.491298019624652e-09,,,,,,,,,,
TD01GL002258,1.461082567227134e-07,2.587005227385987e-07,2.270872105785056e-07,,,,1.014197551073358e-08,4.988624569509116e-08,5.733481010911124e-08,1.6627243214238936e-07,2.8436540210704135e-07,3.0501484483141366e-07,1.3830005160267026e-07,5.555850387977412e-07,7.356711201894383e-08,6.681974276894874e-08,1.9512073963078218e-07,3.0235611887948137e-07,
TD01GL002259,1.2025949180337255e-07,1.549624985294562e-07,1.7978847224497364e-07,6.342912526646822e-08,9.32453890110564e-08,4.341161899875853e-08,6.326053614351294e-08,1.0564906939368188e-07,1.0652708526074647e-07,1.293193867533607e-07,2.9686771085719617e-07,1.803035546365819e-07,1.7449173945639668e-07,1.7680575252986363e-07,7.243887448743666e-08,1.7203422661843365e-07,1.4979190648382638e-07,9.050085215933987e-08,
TD01GL002261,1.7695640654219852e-08,8.048215596455246e-09,3.850350547448693e-08,,,,6.3608142733074435e-09,1.496370322681408e-08,1.819568886018679e-08,2.7475786981167892e-08,5.360311241368498e-08,5.579270643951171e-08,7.243106465769115e-08,1.1602860304418944e-08,1.4127926995063938e-08,4.1739188833350534e-08,2.51291932647039e-08,1.3708749653394638e-08,
TD01GL002262,2.024075880007136e-07,1.3553869569641316e-07,1.6002675605529645e-07,1.260066768276557e-07,1.4291362606651488e-07,1.7827984879693617e-07,3.29927281743273e-08,8.36508657309329e-08,7.387547854219407e-08,2.6261720763834646e-07,2.171779067732384e-07,2.2215119958705357e-07,2.7204361118894427e-07,1.9213472906363368e-07,2.5992248304774526e-07,1.598918912658635e-07,2.1186209721168164e-07,2.5600519755542626e-07,
TD01GL002263,2.734617345825547e-07,1.9860765795858414e-07,3.5310905567933496e-07,7.763598381362922e-08,2.0600284872466138e-07,8.147879881782187e-08,4.4932767058612574e-08,9.440721885706873e-08,9.526607250811174e-08,2.0982236004290954e-07,3.8569090082520707e-07,3.002176585874254e-07,,,,,,,
TD01GL002265,,,,,,,,,,,,,,,,,,,7.06e-07
TD01GL002266,2.088195871030621e-05,2.307728714364975e-05,2.2169302203810256e-05,5.846729151805836e-06,3.948953486410673e-06,5.271302072587789e-06,9.541666657721665e-06,8.178495373735522e-06,6.058147841467949e-06,2.295755999721875e-05,1.7140775091825394e-05,2.1229185694357412e-05,1.3090196309171069e-05,1.1271396705097755e-05,1.1580067573389581e-05,5.204900962503802e-06,1.6810853073300297e-05,2.7244111942509787e-06,
TD01GL002267,9.820250474892676e-06,8.485621705102778e-06,8.622427861616784e-06,1.709078399992569e-06,2.307112103723714e-06,2.2724253026711946e-06,3.458599158660262e-06,3.3335204959079594e-06,3.3416179975908282e-06,8.519690299709447e-06,7.890826523708633e-06,1.0101777479689795e-05,6.4721566036810745e-06,3.894102475677522e-06,6.8119014845730574e-06,3.2770803271757024e-06,5.923807117371867e-06,5.8095165699330274e-06,5.629999999999999e-07
TD01GL002268,,,,,,,,,,,,,,,,,,,2.37e-07
TD01GL002270,1.8409962098592056e-06,2.649340575754389e-06,6.635237480020203e-07,2.1590866296533384e-06,1.736375408981886e-06,2.84455626580874e-06,1.814359272817732e-06,9.242820108045419e-07,1.0760941434794276e-06,3.3452144966627895e-06,2.2758744465151366e-06,8.299546624921052e-07,3.6844678053889114e-06,9.31893512393211e-07,1.3674820468748884e-06,9.077604460116636e-07,2.144313700839088e-06,1.8429996783519287e-06,4.05e-07
TD01GL002271,4.5100584784587223e-07,4.672001849315912e-07,6.285736472841218e-07,2.909474643150185e-07,3.2625549493518353e-07,2.618291107317716e-07,2.614805578665352e-07,3.5970823313833946e-07,3.577904283440006e-07,4.407906919199397e-07,5.139041023225728e-07,4.277494781769354e-07,5.575832478436141e-07,1.8896257207398415e-07,3.082573813831408e-07,3.302932730032356e-07,3.7584778506401587e-07,1.6562027253166014e-07,
TD01GL002272,9.519014115024779e-07,5.325073535593587e-07,1.6655781207634448e-06,4.8392219004988813e-08,5.3545016817273867e-08,5.911319301100219e-08,1.5469588796466066e-07,2.004587926236216e-07,2.575789007595124e-07,8.412966940109626e-07,1.2210673286849683e-06,1.2278954335847172e-06,7.501844377331304e-07,1.224364640243432e-07,5.262584459616866e-07,7.275955841341602e-07,5.164922631195207e-07,5.561072697413317e-07,7.52e-08
TD01GL002273,6.911187328718577e-08,4.8479886959492696e-08,8.641102362014139e-08,1.0231939779532936e-07,7.925695752711129e-08,6.892870071944206e-08,1.113926118364199e-08,2.955362953123157e-08,3.869964026847848e-08,7.114868976652229e-08,8.991541022379477e-08,1.1131583587754499e-07,1.2918490283833595e-07,9.266165114707294e-08,5.974948716699934e-08,1.9050623004097183e-08,7.233068000140697e-08,7.013739261741004e-08,
TD01GL002275,3.3562770540617045e-08,1.631394323259383e-08,2.980503134294397e-08,3.803829153624874e-08,6.888681760141293e-08,4.925735017407669e-08,3.3067192927611523e-09,1.2748827604699574e-08,1.2067367534709997e-08,5.213641068522295e-09,2.942035935754273e-08,3.376060839752683e-08,6.133274611569462e-08,3.465046049594835e-08,4.354029287074991e-08,2.861621488732909e-08,2.2386536893454226e-08,3.686007604620745e-08,
